id,type,file_path,line_number,string_name,original_text,translation,context,notes
301,xml_string,app\src\main\res\values-zh\strings.xml,313,nb_file_add_shelf,加入书架,,String resource: nb_file_add_shelf,Chinese parts: 加入书架
302,xml_string,app\src\main\res\values-zh\strings.xml,314,nb_file_add_shelves,加入书架（%1$d）,,String resource: nb_file_add_shelves,Chinese parts: 加入书架
303,xml_string,app\src\main\res\values-zh\strings.xml,315,nb_file_add_succeed,成功添加 %1$d 本书,,String resource: nb_file_add_succeed,"Chinese parts: 成功添加, 本书"
304,xml_string,app\src\main\res\values-zh\strings.xml,316,fonts_folder,请将字体文件放到存储根目录 Fonts 文件夹下后重新选择,,String resource: fonts_folder,"Chinese parts: 请将字体文件放到存储根目录, 文件夹下后重新选择"
305,xml_string,app\src\main\res\values-zh\strings.xml,317,default_font,默认字体,,String resource: default_font,Chinese parts: 默认字体
306,xml_string,app\src\main\res\values-zh\strings.xml,318,select_font,选择字体,,String resource: select_font,Chinese parts: 选择字体
307,xml_string,app\src\main\res\values-zh\strings.xml,319,text_size,字号,,String resource: text_size,Chinese parts: 字号
308,xml_string,app\src\main\res\values-zh\strings.xml,320,line_size,行距,,String resource: line_size,Chinese parts: 行距
309,xml_string,app\src\main\res\values-zh\strings.xml,321,paragraph_size,段距,,String resource: paragraph_size,Chinese parts: 段距
310,xml_string,app\src\main\res\values-zh\strings.xml,322,to_top,置顶,,String resource: to_top,Chinese parts: 置顶
311,xml_string,app\src\main\res\values-zh\strings.xml,323,selection_to_top,置顶所选,,String resource: selection_to_top,Chinese parts: 置顶所选
312,xml_string,app\src\main\res\values-zh\strings.xml,324,to_bottom,置底,,String resource: to_bottom,Chinese parts: 置底
313,xml_string,app\src\main\res\values-zh\strings.xml,325,selection_to_bottom,置底所选,,String resource: selection_to_bottom,Chinese parts: 置底所选
314,xml_string,app\src\main\res\values-zh\strings.xml,326,auto_expand_find,自动展开发现,,String resource: auto_expand_find,Chinese parts: 自动展开发现
315,xml_string,app\src\main\res\values-zh\strings.xml,327,default_expand_first,默认展开第一组发现,,String resource: default_expand_first,Chinese parts: 默认展开第一组发现
316,xml_string,app\src\main\res\values-zh\strings.xml,328,threads_num,当前线程数 %s,,String resource: threads_num,Chinese parts: 当前线程数
317,xml_string,app\src\main\res\values-zh\strings.xml,329,read_aloud_speed,朗读语速,,String resource: read_aloud_speed,Chinese parts: 朗读语速
318,xml_string,app\src\main\res\values-zh\strings.xml,330,auto_next_page,自动翻页,,String resource: auto_next_page,Chinese parts: 自动翻页
319,xml_string,app\src\main\res\values-zh\strings.xml,331,auto_next_page_stop,停止自动翻页,,String resource: auto_next_page_stop,Chinese parts: 停止自动翻页
320,xml_string,app\src\main\res\values-zh\strings.xml,332,auto_next_page_speed,自动翻页间隔,,String resource: auto_next_page_speed,Chinese parts: 自动翻页间隔
321,xml_string,app\src\main\res\values-zh\strings.xml,333,book_info,书籍信息,,String resource: book_info,Chinese parts: 书籍信息
322,xml_string,app\src\main\res\values-zh\strings.xml,334,book_info_edit,书籍信息编辑,,String resource: book_info_edit,Chinese parts: 书籍信息编辑
323,xml_string,app\src\main\res\values-zh\strings.xml,335,ps_default_read,默认打开书架,,String resource: ps_default_read,Chinese parts: 默认打开书架
324,xml_string,app\src\main\res\values-zh\strings.xml,336,pt_default_read,自动跳转最近阅读,,String resource: pt_default_read,Chinese parts: 自动跳转最近阅读
