id,type,file_path,line_number,string_name,original_text,translation,context,notes
3739,source_code,app\src\main\java\io\legado\app\constant\AppPattern.kt,18,,著,,"egex(""^\\s*作\\s*者[:：\\s]+|\\s+著"")",Chinese parts: 著
3740,source_code,app\src\main\java\io\legado\app\constant\AppPattern.kt,21,,第,,": Pattern = Pattern.compile(""(第)(.+?)(章)"")",Chinese parts: 第
3741,source_code,app\src\main\java\io\legado\app\constant\AppPattern.kt,21,,章,,"n = Pattern.compile(""(第)(.+?)(章)"")",Chinese parts: 章
3742,source_code,app\src\main\java\io\legado\app\constant\BookSourceType.kt,8,,文本,,al default = 0           // 0 文本,Chinese parts: 文本
3743,source_code,app\src\main\java\io\legado\app\constant\BookSourceType.kt,9,,音频,,al audio = 1             // 1 音频,Chinese parts: 音频
3744,source_code,app\src\main\java\io\legado\app\constant\BookSourceType.kt,10,,图片,,val image = 2            // 2 图片,Chinese parts: 图片
3745,source_code,app\src\main\java\io\legado\app\constant\BookSourceType.kt,11,,只提供下载服务的网站,,l file = 3               // 3 只提供下载服务的网站,Chinese parts: 只提供下载服务的网站
3746,source_code,app\src\main\java\io\legado\app\data\AppDatabase.kt,151,,准备,,"Log.d(""AppDatabaseCallback"", ""准备 设置 locale for API ${Build.VER",Chinese parts: 准备
3747,source_code,app\src\main\java\io\legado\app\data\AppDatabase.kt,151,,设置,,".d(""AppDatabaseCallback"", ""准备 设置 locale for API ${Build.VERSIO",Chinese parts: 设置
3748,source_code,app\src\main\java\io\legado\app\data\AppDatabase.kt,154,,成功,,"Log.d(""AppDatabaseCallback"", ""成功 设置 locale for API ${Build.VER",Chinese parts: 成功
3749,source_code,app\src\main\java\io\legado\app\data\AppDatabase.kt,154,,设置,,".d(""AppDatabaseCallback"", ""成功 设置 locale for API ${Build.VERSIO",Chinese parts: 设置
3750,source_code,app\src\main\java\io\legado\app\data\AppDatabase.kt,156,,错误,,"Log.e(""AppDatabaseCallback"", ""错误 设置 locale in onCreate for API",Chinese parts: 错误
