id,type,file_path,line_number,string_name,original_text,translation,context,notes
3701,xml_array_item,app\src\main\res\values-zh-rTW\arrays.xml,79,system_typefaces[1],系統襯線字體,,Array item: system_typefaces[1],Chinese parts: 系統襯線字體
3702,xml_array_item,app\src\main\res\values-zh-rTW\arrays.xml,79,system_typefaces[2],系統等寬字體,,Array item: system_typefaces[2],Chinese parts: 系統等寬字體
3703,xml_array_item,app\src\main\res\values-zh-rTW\arrays.xml,85,read_tip[0],無,,Array item: read_tip[0],Chinese parts: 無
3704,xml_array_item,app\src\main\res\values-zh-rTW\arrays.xml,85,read_tip[1],書名,,Array item: read_tip[1],Chinese parts: 書名
3705,xml_array_item,app\src\main\res\values-zh-rTW\arrays.xml,85,read_tip[2],標題,,Array item: read_tip[2],Chinese parts: 標題
3706,xml_array_item,app\src\main\res\values-zh-rTW\arrays.xml,85,read_tip[3],時間,,Array item: read_tip[3],Chinese parts: 時間
3707,xml_array_item,app\src\main\res\values-zh-rTW\arrays.xml,85,read_tip[4],電量,,Array item: read_tip[4],Chinese parts: 電量
3708,xml_array_item,app\src\main\res\values-zh-rTW\arrays.xml,85,read_tip[5],電量%,,Array item: read_tip[5],Chinese parts: 電量
3709,xml_array_item,app\src\main\res\values-zh-rTW\arrays.xml,85,read_tip[6],頁數,,Array item: read_tip[6],Chinese parts: 頁數
3710,xml_array_item,app\src\main\res\values-zh-rTW\arrays.xml,85,read_tip[7],進度(%),,Array item: read_tip[7],Chinese parts: 進度
3711,xml_array_item,app\src\main\res\values-zh-rTW\arrays.xml,85,read_tip[8],進度(xx/yyy),,Array item: read_tip[8],Chinese parts: 進度
3712,xml_array_item,app\src\main\res\values-zh-rTW\arrays.xml,85,read_tip[9],頁數及進度,,Array item: read_tip[9],Chinese parts: 頁數及進度
3713,xml_array_item,app\src\main\res\values-zh-rTW\arrays.xml,85,read_tip[10],時間及電量,,Array item: read_tip[10],Chinese parts: 時間及電量
3714,xml_array_item,app\src\main\res\values-zh-rTW\arrays.xml,85,read_tip[11],時間及電量%,,Array item: read_tip[11],Chinese parts: 時間及電量
3715,xml_array_item,app\src\main\res\values-zh-rTW\arrays.xml,100,text_font_weight[0],正常,,Array item: text_font_weight[0],Chinese parts: 正常
3716,xml_array_item,app\src\main\res\values-zh-rTW\arrays.xml,100,text_font_weight[1],粗體,,Array item: text_font_weight[1],Chinese parts: 粗體
3717,xml_array_item,app\src\main\res\values-zh-rTW\arrays.xml,100,text_font_weight[2],細體,,Array item: text_font_weight[2],Chinese parts: 細體
3718,xml_array_item,app\src\main\res\values-zh-rTW\arrays.xml,106,language[0],跟隨系統,,Array item: language[0],Chinese parts: 跟隨系統
3719,xml_array_item,app\src\main\res\values-zh-rTW\arrays.xml,106,language[1],簡體中文,,Array item: language[1],Chinese parts: 簡體中文
3720,xml_array_item,app\src\main\res\values-zh-rTW\arrays.xml,106,language[2],繁體中文,,Array item: language[2],Chinese parts: 繁體中文
3721,xml_array_item,app\src\main\res\values-zh-rTW\arrays.xml,106,language[3],英文,,Array item: language[3],Chinese parts: 英文
3722,xml_array_item,app\src\main\res\values-zh-rTW\arrays.xml,113,rule_type[0],書源,,Array item: rule_type[0],Chinese parts: 書源
3723,xml_array_item,app\src\main\res\values-zh-rTW\arrays.xml,113,rule_type[1],訂閱源,,Array item: rule_type[1],Chinese parts: 訂閱源
3724,xml_array_item,app\src\main\res\values-zh-rTW\arrays.xml,113,rule_type[2],取代規則,,Array item: rule_type[2],Chinese parts: 取代規則
3725,xml_string,app\src\debug\res\values-zh\strings.xml,2,app_name,阅读·D,,String resource: app_name,Chinese parts: 阅读
3726,xml_string,app\src\debug\res\values-zh\strings.xml,3,receiving_shared_label,阅读·D·搜索,,String resource: receiving_shared_label,"Chinese parts: 阅读, 搜索"
3727,source_code,app\src\main\java\io\legado\app\api\ReturnData.kt,11,,未知错误,,"var errorMsg: String = ""未知错误,请联系开发者!""",Chinese parts: 未知错误
3728,source_code,app\src\main\java\io\legado\app\api\ReturnData.kt,11,,请联系开发者,,"var errorMsg: String = ""未知错误,请联系开发者!""",Chinese parts: 请联系开发者
3729,source_code,app\src\main\java\io\legado\app\base\AppContextWrapper.kt,49,,有多语言设置获取顶部的语言,,Build.VERSION_CODES.N) { //7.0有多语言设置获取顶部的语言,Chinese parts: 有多语言设置获取顶部的语言
3730,source_code,app\src\main\java\io\legado\app\base\BaseActivity.kt,169,,背景图片太大,,"toastOnUi(""背景图片太大,内存溢出"")",Chinese parts: 背景图片太大
3731,source_code,app\src\main\java\io\legado\app\base\BaseActivity.kt,169,,内存溢出,,"toastOnUi(""背景图片太大,内存溢出"")",Chinese parts: 内存溢出
3732,source_code,app\src\main\java\io\legado\app\base\BaseActivity.kt,171,,加载背景出错,,"AppLog.put(""加载背景出错\n${e.localizedMessage}"", e)",Chinese parts: 加载背景出错
3733,source_code,app\src\main\java\io\legado\app\base\BaseDialogFragment.kt,97,,显示对话框失败,,"AppLog.put(""显示对话框失败 tag:$tag"", it)",Chinese parts: 显示对话框失败
3734,source_code,app\src\main\java\io\legado\app\constant\AppPattern.kt,17,,作,,"val nameRegex = Regex(""\\s+作\\s*者.*|\\s+\\S+\\s+著"")",Chinese parts: 作
3735,source_code,app\src\main\java\io\legado\app\constant\AppPattern.kt,17,,者,,"l nameRegex = Regex(""\\s+作\\s*者.*|\\s+\\S+\\s+著"")",Chinese parts: 者
3736,source_code,app\src\main\java\io\legado\app\constant\AppPattern.kt,17,,著,,"gex(""\\s+作\\s*者.*|\\s+\\S+\\s+著"")",Chinese parts: 著
3737,source_code,app\src\main\java\io\legado\app\constant\AppPattern.kt,18,,作,,"val authorRegex = Regex(""^\\s*作\\s*者[:：\\s]+|\\s+著"")",Chinese parts: 作
3738,source_code,app\src\main\java\io\legado\app\constant\AppPattern.kt,18,,者,,"uthorRegex = Regex(""^\\s*作\\s*者[:：\\s]+|\\s+著"")",Chinese parts: 者
